Protein.Group,log2FC,AveExpr,t,P.Value,adj.P.Val,B,Abundance,Blast_KOALA_KO,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,EggNOG_KO,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,Protein.Names,Gene.Names,Given_name
SymbC1.scaffold5865.4,0.195154653,19.89335136,-0.190123394,0.851247414,0.958945245,-5.692104694,no difference,K03029,3659.XP_004158863.1,8.00E-97,304,"COG5148@1|root,KOG2884@2759|Eukaryota,37JJ9@33090|Viridiplantae,3GCVU@35493|Streptophyta,4JF95@91835|fabids",35493|Streptophyta,O,26S proteasome non-atpase regulatory subunit,-,"GO:0000003,GO:0000502,GO:0001101,GO:0001653,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006508,GO:0006511,GO:0006807,GO:0006950,GO:0006970,GO:0006974,GO:0007154,GO:0007165,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009555,GO:0009628,GO:0009651,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009735,GO:0009737,GO:0009743,GO:0009744,GO:0009791,GO:0009888,GO:0009908,GO:0009987,GO:0010015,GO:0010029,GO:0010033,GO:0010053,GO:0010054,GO:0010150,GO:0010498,GO:0016020,GO:0016043,GO:0016049,GO:0019538,GO:0019941,GO:0021700,GO:0022414,GO:0022607,GO:0022622,GO:0023052,GO:0030154,GO:0030163,GO:0031593,GO:0032501,GO:0032502,GO:0032991,GO:0033554,GO:0033993,GO:0034285,GO:0034622,GO:0035966,GO:0038023,GO:0040007,GO:0042221,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043248,GO:0043632,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048229,GO:0048364,GO:0048366,GO:0048367,GO:0048437,GO:0048438,GO:0048443,GO:0048444,GO:0048448,GO:0048449,GO:0048455,GO:0048466,GO:0048468,GO:0048469,GO:0048528,GO:0048580,GO:0048588,GO:0048589,GO:0048608,GO:0048646,GO:0048731,GO:0048764,GO:0048765,GO:0048767,GO:0048827,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051239,GO:0051603,GO:0051716,GO:0051788,GO:0060089,GO:0060560,GO:0061458,GO:0065003,GO:0065007,GO:0071695,GO:0071704,GO:0071840,GO:0080147,GO:0090558,GO:0090567,GO:0090627,GO:0090693,GO:0090696,GO:0090697,GO:0090698,GO:0097305,GO:0099402,GO:0140030,GO:1900140,GO:1901564,GO:1901565,GO:1901575,GO:1901700,GO:1902494,GO:1905368,GO:1905369,GO:1905392,GO:1905393,GO:2000026",-,ko:K03029,"ko03050,ko05169,map03050,map05169",M00341,-,-,"ko00000,ko00001,ko00002,ko03051",-,-,-,"UIM,VWA_2",NA,NA,SymbC1.scaffold5865.4
SymbC1.scaffold6648.5,-1.346849367,21.79684835,0.818109729,0.419573649,0.766800959,-5.694767596,no difference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold6648.5
SymbC1.scaffold6028.2,0.461862884,19.55952892,-0.68600021,0.498389292,0.812908761,-5.69611652,no difference,K04371,29176.XP_003879823.1,3.58E-161,484,"KOG0660@1|root,KOG0660@2759|Eukaryota,3Y9HB@5794|Apicomplexa,3YK0N@5796|Coccidia,3YS49@5809|Sarcocystidae",5794|Apicomplexa,T,Mitogen-activated protein kinase,-,"GO:0000165,GO:0000187,GO:0001775,GO:0001817,GO:0001819,GO:0001932,GO:0001934,GO:0002237,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002520,GO:0002521,GO:0002573,GO:0002682,GO:0002684,GO:0002791,GO:0002793,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004707,GO:0004708,GO:0004712,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006935,GO:0006950,GO:0006955,GO:0006974,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007568,GO:0007569,GO:0008134,GO:0008150,GO:0008152,GO:0009314,GO:0009605,GO:0009607,GO:0009615,GO:0009617,GO:0009628,GO:0009889,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010212,GO:0010468,GO:0010556,GO:0010562,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010646,GO:0010647,GO:0010830,GO:0010831,GO:0012505,GO:0016192,GO:0016301,GO:0016310,GO:0016604,GO:0016607,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019903,GO:0022603,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0030097,GO:0030099,GO:0030141,GO:0030154,GO:0030316,GO:0031098,GO:0031279,GO:0031281,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031329,GO:0031330,GO:0031347,GO:0031399,GO:0031401,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032101,GO:0032147,GO:0032268,GO:0032270,GO:0032496,GO:0032501,GO:0032502,GO:0032655,GO:0032735,GO:0032879,GO:0032880,GO:0032940,GO:0033554,GO:0033674,GO:0033993,GO:0034774,GO:0035556,GO:0035924,GO:0036211,GO:0036230,GO:0038066,GO:0040011,GO:0042119,GO:0042221,GO:0042325,GO:0042327,GO:0042330,GO:0042770,GO:0043085,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043487,GO:0043488,GO:0043489,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045055,GO:0045321,GO:0045595,GO:0045597,GO:0045637,GO:0045639,GO:0045646,GO:0045648,GO:0045661,GO:0045663,GO:0045859,GO:0045860,GO:0045934,GO:0045937,GO:0046903,GO:0048010,GO:0048255,GO:0048273,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0048869,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050727,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051019,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051147,GO:0051149,GO:0051153,GO:0051155,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051338,GO:0051347,GO:0051403,GO:0051525,GO:0051704,GO:0051707,GO:0051716,GO:0060142,GO:0060143,GO:0060205,GO:0060255,GO:0061013,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070391,GO:0070848,GO:0070887,GO:0070935,GO:0071214,GO:0071216,GO:0071219,GO:0071222,GO:0071223,GO:0071310,GO:0071363,GO:0071396,GO:0071478,GO:0071479,GO:0071704,GO:0071900,GO:0071902,GO:0080090,GO:0080134,GO:0090087,GO:0090398,GO:0090400,GO:0097708,GO:0098586,GO:0099503,GO:0101002,GO:0104004,GO:0140096,GO:1900015,GO:1901564,GO:1901700,GO:1901701,GO:1901739,GO:1901741,GO:1901796,GO:1902369,GO:1902373,GO:1902531,GO:1902533,GO:1903311,GO:1903312,GO:1903506,GO:1903530,GO:1903532,GO:1903706,GO:1903708,GO:1904813,GO:1904951,GO:2000026,GO:2000112,GO:2000377,GO:2000379,GO:2001141,GO:2001182,GO:2001184",2.7.11.24,ko:K04371,"ko01521,ko01522,ko01524,ko04010,ko04011,ko04012,ko04013,ko04014,ko04015,ko04022,ko04024,ko04062,ko04066,ko04068,ko04071,ko04072,ko04114,ko04140,ko04150,ko04151,ko04210,ko04214,ko04218,ko04261,ko04270,ko04320,ko04350,ko04360,ko04370,ko04371,ko04380,ko04510,ko04520,ko04540,ko04550,ko04611,ko04620,ko04621,ko04650,ko04657,ko04658,ko04659,ko04660,ko04662,ko04664,ko04666,ko04668,ko04713,ko04720,ko04722,ko04723,ko04724,ko04725,ko04726,ko04730,ko04810,ko04910,ko04912,ko04914,ko04915,ko04916,ko04917,ko04919,ko04921,ko04926,ko04930,ko04933,ko04934,ko04960,ko05010,ko05020,ko05034,ko05131,ko05132,ko05133,ko05140,ko05142,ko05145,ko05152,ko05160,ko05161,ko05164,ko05165,ko05167,ko05200,ko05203,ko05205,ko05210,ko05211,ko05212,ko05213,ko05214,ko05215,ko05216,ko05218,ko05219,ko05220,ko05221,ko05223,ko05224,ko05225,ko05226,ko05230,ko05231,map01521,map01522,map01524,map04010,map04011,map04012,map04013,map04014,map04015,map04022,map04024,map04062,map04066,map04068,map04071,map04072,map04114,map04140,map04150,map04151,map04210,map04214,map04218,map04261,map04270,map04320,map04350,map04360,map04370,map04371,map04380,map04510,map04520,map04540,map04550,map04611,map04620,map04621,map04650,map04657,map04658,map04659,map04660,map04662,map04664,map04666,map04668,map04713,map04720,map04722,map04723,map04724,map04725,map04726,map04730,map04810,map04910,map04912,map04914,map04915,map04916,map04917,map04919,map04921,map04926,map04930,map04933,map04934,map04960,map05010,map05020,map05034,map05131,map05132,map05133,map05140,map05142,map05145,map05152,map05160,map05161,map05164,map05165,map05167,map05200,map05203,map05205,map05210,map05211,map05212,map05213,map05214,map05215,map05216,map05218,map05219,map05220,map05221,map05223,map05224,map05225,map05226,map05230,map05231",M00687,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko03036,ko04147",-,-,-,Pkinase,NA,NA,SymbC1.scaffold6028.2
SymbC1.scaffold2961.2,-0.318151775,18.94178643,0.356154087,0.72568512,0.913621036,-5.696846561,no difference,,1192034.CAP_0855,3.38E-16,85.5,"COG1057@1|root,COG1057@2|Bacteria,1RD0J@1224|Proteobacteria,42SD9@68525|delta/epsilon subdivisions,2WPPN@28221|Deltaproteobacteria,2YVKY@29|Myxococcales",28221|Deltaproteobacteria,H,Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD),nadD,"GO:0000309,GO:0003674,GO:0003824,GO:0004515,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605",2.7.7.18,ko:K00969,"ko00760,ko01100,map00760,map01100",M00115,"R00137,R03005",RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,iAF987.Gmet_3200,CTP_transf_like,NA,NA,nadD
SymbC1.scaffold3402.1,-0.438253344,23.92846354,0.874021384,0.388269741,0.749816091,-5.698074172,no difference,K15104,2903.EOD27229,5.90E-100,302,"KOG0759@1|root,KOG0759@2759|Eukaryota",2759|Eukaryota,U,thiosulfate transmembrane transporter activity,-,"GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005773,GO:0005774,GO:0005911,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006839,GO:0006842,GO:0008150,GO:0008509,GO:0008514,GO:0009506,GO:0009507,GO:0009526,GO:0009536,GO:0009941,GO:0015075,GO:0015140,GO:0015142,GO:0015291,GO:0015297,GO:0015301,GO:0015318,GO:0015367,GO:0015556,GO:0015711,GO:0015740,GO:0015742,GO:0015743,GO:0015849,GO:0016020,GO:0016021,GO:0019866,GO:0022804,GO:0022857,GO:0030054,GO:0030312,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0035674,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051181,GO:0051234,GO:0055044,GO:0055085,GO:0071423,GO:0071702,GO:0071944,GO:0098588,GO:0098656,GO:0098805,GO:0099516,GO:1903825,GO:1905039",-,"ko:K13577,ko:K15103,ko:K15104","ko04964,map04964",-,-,-,"ko00000,ko00001,ko02000","2.A.29.2.1,2.A.29.2.2,2.A.29.2.3,2.A.29.2.7,2.A.29.2.9,2.A.29.3.3,2.A.29.3.4,2.A.29.3.5",-,-,Mito_carr,NA,NA,SymbC1.scaffold3402.1
SymbC1.scaffold2643.4,-0.70406036,22.11934659,0.522239948,0.606325169,0.864785148,-5.698863064,no difference,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold2643.4
SymbC1.scaffold6049.1,-0.876598459,21.802252,0.711631934,0.482616422,0.802992429,-5.699128832,no difference,K07374,29176.XP_003885494.1,2.05E-188,533,"COG5023@1|root,KOG1376@2759|Eukaryota,3Y9WW@5794|Apicomplexa,3YMNI@5796|Coccidia,3YV0G@5809|Sarcocystidae",5794|Apicomplexa,Z,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain",-,"GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464",-,ko:K07374,"ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",-,-,-,"ko00000,ko00001,ko03019,ko03036,ko04147,ko04812",-,-,-,"Tubulin,Tubulin_C",NA,NA,SymbC1.scaffold6049.1
SymbC1.scaffold2212.1,-0.190283079,18.91169582,0.338132121,0.739005067,0.918514501,-5.699519735,no difference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold2212.1
SymbC1.scaffold4615.1,-0.579786848,20.43772333,0.769309939,0.447967425,0.782553279,-5.700376602,no difference,,1095769.CAHF01000022_gene214,6.75E-05,50.4,"COG2020@1|root,COG2020@2|Bacteria,1PK67@1224|Proteobacteria,2WATQ@28216|Betaproteobacteria,4787Z@75682|Oxalobacteraceae",28216|Betaproteobacteria,O,Isoprenylcysteine carboxyl methyltransferase (ICMT) family,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,SymbC1.scaffold4615.1
SymbC1.scaffold316.20,-1.198511382,22.55591065,0.737762024,0.46662268,0.794702412,-5.700547621,no difference,,2880.D8LNK6,7.09E-53,191,"2CDPH@1|root,2S3EU@2759|Eukaryota",2759|Eukaryota,U,Chlorophyll A-B binding protein,-,-,-,-,-,-,-,-,-,-,-,-,Chloroa_b-bind,NA,NA,SymbC1.scaffold316.20
SymbC1.scaffold5994.2,-0.648599603,22.5610599,0.815000682,0.421324129,0.767937202,-5.700887646,no difference,,554065.XP_005851227.1,2.50E-12,75.1,"COG0631@1|root,KOG0145@1|root,KOG0145@2759|Eukaryota,KOG1379@2759|Eukaryota",2759|Eukaryota,T,phosphoprotein phosphatase activity,-,-,3.1.3.16,"ko:K13208,ko:K17508",-,-,-,-,"ko00000,ko01000,ko01009,ko03019,ko03041",-,-,-,"CBM_20,PP2C,RRM_1,SpoIIE",NA,NA,SymbC1.scaffold5994.2
SymbC1.scaffold952.3,0.461165969,19.60536988,-0.736189052,0.46777678,0.795080028,-5.701426281,no difference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold952.3
SymbC1.scaffold7493.1,-0.895069224,25.2842329,0.720194208,0.477634096,0.800970229,-5.701698484,no difference,,44056.XP_009035859.1,1.86E-33,126,"2CDPH@1|root,2S3EU@2759|Eukaryota",2759|Eukaryota,U,Chlorophyll A-B binding protein,-,-,-,-,-,-,-,-,-,-,-,-,Chloroa_b-bind,NA,NA,SymbC1.scaffold7493.1
SymbC1.scaffold11779.1,0.447579456,21.23854585,-0.735336519,0.468287454,0.7952578,-5.70202145,no difference,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold11779.1
SymbC1.scaffold11119.1,-0.908512693,20.88312296,0.734588998,0.468735492,0.795680934,-5.702542762,no difference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold11119.1
SymbC1.scaffold5339.3,-0.531883192,22.49199834,0.760503781,0.453129452,0.785187176,-5.70278099,no difference,K12733,2903.EOD17414,9.75E-65,201,"COG0652@1|root,KOG0885@2759|Eukaryota",2759|Eukaryota,O,peptidyl-prolyl cis-trans isomerase activity,CWC27,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0005911,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009506,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030054,GO:0032991,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0055044,GO:0071012,GO:0071704,GO:0140096,GO:1901564,GO:1902494,GO:1990904",5.2.1.8,"ko:K01802,ko:K12737",-,-,-,-,"ko00000,ko01000,ko03041,ko03110",-,-,-,Pro_isomerase,NA,NA,CWC27 (2)
SymbC1.scaffold1302.4,0.301693553,19.99111273,-0.482477188,0.634061498,0.88025259,-5.703497601,no difference,K03695,211165.AJLN01000104_gene6544,0,993,"COG0542@1|root,COG0542@2|Bacteria,1G04Z@1117|Cyanobacteria,1JHRT@1189|Stigonemataceae",1117|Cyanobacteria,O,"C-terminal, D2-small domain, of ClpB protein",clpB,-,-,ko:K03695,"ko04213,map04213",-,-,-,"ko00000,ko00001,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N",NA,NA,clpB (2)
SymbC1.scaffold236.4,0.400177644,19.56801641,-0.503260722,0.620062108,0.874187365,-5.704666477,no difference,,5811.TGME49_069250,4.14E-98,311,"COG1310@1|root,KOG1556@2759|Eukaryota,3Y9UV@5794|Apicomplexa,3YNE5@5796|Coccidia,3YQKZ@5809|Sarcocystidae",5794|Apicomplexa,O,Maintenance of mitochondrial structure and function,-,-,-,ko:K03038,"ko03050,ko05169,map03050,map05169",M00341,-,-,"ko00000,ko00001,ko00002,ko03051",-,-,-,"JAB,MitMem_reg",NA,NA,SymbC1.scaffold236.4
SymbC1.scaffold6945.1,0.406881193,18.93068814,-0.551577463,0.586841092,0.854434247,-5.705113574,no difference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold6945.1
SymbC1.scaffold2557.5,0.413469672,18.77661173,-0.535599285,0.597200059,0.859116116,-5.70578805,no difference,K03253,5811.TGME49_022860,9.78E-104,330,"COG5354@1|root,KOG2314@2759|Eukaryota,3Y9T4@5794|Apicomplexa,3YM2X@5796|Coccidia,3YS9R@5809|Sarcocystidae",5794|Apicomplexa,J,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome",-,-,-,ko:K03253,"ko03013,map03013",-,-,-,"ko00000,ko00001,ko03012,ko03019",-,-,-,"RRM_1,eIF2A",NA,NA,SymbC1.scaffold2557.5
SymbC1.scaffold7240.1,-0.601778158,19.60689554,0.602505614,0.552529234,0.839023916,-5.708326963,no difference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SymbC1.scaffold7240.1
SymbC1.scaffold5657.3,-1.155179732,21.68511066,0.859991069,0.395848229,0.754458634,-5.70966601,no difference,K05692,44056.XP_009037302.1,2.58E-242,672,"COG5277@1|root,KOG0676@2759|Eukaryota",2759|Eukaryota,Z,ATP binding,ACT1,"GO:0000287,GO:0000902,GO:0000904,GO:0001725,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003779,GO:0003785,GO:0005198,GO:0005200,GO:0005488,GO:0005507,GO:0005509,GO:0005515,GO:0005523,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005773,GO:0005829,GO:0005856,GO:0005858,GO:0005865,GO:0005875,GO:0005884,GO:0005886,GO:0005911,GO:0005929,GO:0005930,GO:0006950,GO:0006970,GO:0006996,GO:0007010,GO:0007015,GO:0007275,GO:0007517,GO:0007519,GO:0008092,GO:0008150,GO:0008154,GO:0009314,GO:0009416,GO:0009506,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009611,GO:0009628,GO:0009639,GO:0009642,GO:0009644,GO:0009651,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009735,GO:0009791,GO:0009826,GO:0009845,GO:0009887,GO:0009888,GO:0009893,GO:0009932,GO:0009941,GO:0009987,GO:0010015,GO:0010033,GO:0010053,GO:0010054,GO:0010114,GO:0010218,GO:0010468,GO:0010604,GO:0010628,GO:0010927,GO:0014706,GO:0014866,GO:0014902,GO:0014904,GO:0015629,GO:0015630,GO:0016020,GO:0016043,GO:0016049,GO:0017022,GO:0019222,GO:0019904,GO:0021700,GO:0022607,GO:0022622,GO:0030016,GO:0030017,GO:0030027,GO:0030029,GO:0030036,GO:0030041,GO:0030054,GO:0030154,GO:0030175,GO:0030239,GO:0030240,GO:0030286,GO:0030312,GO:0031013,GO:0031032,GO:0031252,GO:0031432,GO:0031941,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032036,GO:0032432,GO:0032501,GO:0032502,GO:0032781,GO:0032838,GO:0032989,GO:0032991,GO:0034622,GO:0036156,GO:0036379,GO:0040007,GO:0042221,GO:0042641,GO:0042692,GO:0042802,GO:0042995,GO:0043085,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043462,GO:0043933,GO:0044085,GO:0044093,GO:0044297,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044434,GO:0044435,GO:0044441,GO:0044444,GO:0044446,GO:0044447,GO:0044449,GO:0044463,GO:0044464,GO:0046872,GO:0046914,GO:0048046,GO:0048306,GO:0048364,GO:0048468,GO:0048469,GO:0048513,GO:0048518,GO:0048588,GO:0048589,GO:0048646,GO:0048729,GO:0048731,GO:0048741,GO:0048747,GO:0048764,GO:0048765,GO:0048767,GO:0048768,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050896,GO:0051017,GO:0051146,GO:0051258,GO:0051301,GO:0051336,GO:0051345,GO:0055001,GO:0055002,GO:0055044,GO:0060255,GO:0060485,GO:0060537,GO:0060538,GO:0060560,GO:0061061,GO:0061572,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0070925,GO:0071695,GO:0071840,GO:0071944,GO:0072132,GO:0080147,GO:0090130,GO:0090131,GO:0090351,GO:0090558,GO:0090627,GO:0097014,GO:0097159,GO:0097435,GO:0097517,GO:0098723,GO:0098858,GO:0099080,GO:0099081,GO:0099402,GO:0099512,GO:0099513,GO:0099568,GO:0120025,GO:0120038,GO:1901363,GO:1902494,GO:1904621,GO:1904623,GO:1905392",-,"ko:K05692,ko:K10355","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",-,-,-,"ko00000,ko00001,ko03019,ko03021,ko03029,ko03036,ko04147,ko04812",-,-,-,Actin,NA,NA,ACT1 (2)
SymbC1.scaffold556.1,-0.154633062,20.30718229,0.207331479,0.8379771,0.954398525,-5.711555658,no difference,,112098.XP_008621143.1,4.28E-85,279,"COG1741@1|root,2QQ5A@2759|Eukaryota",2759|Eukaryota,S,"quercetin 2,3-dioxygenase activity",-,-,-,ko:K06911,-,-,-,-,ko00000,-,-,-,"Pirin,Pirin_C",NA,NA,SymbC1.scaffold556.1
SymbC1.scaffold3870.3,0.279282622,19.62810965,-0.378572523,0.709240597,0.908694678,-5.712586507,no difference,,7159.AAEL017209-PA,1.92E-19,92,"COG1132@1|root,KOG0054@2759|Eukaryota,38CH6@33154|Opisthokonta,3BA19@33208|Metazoa,3CSDY@33213|Bilateria,41W0W@6656|Arthropoda,3SK80@50557|Insecta,455CD@7147|Diptera,45DCD@7148|Nematocera",33208|Metazoa,Q,ABC transporter transmembrane region,abcc2,-,-,"ko:K05665,ko:K05666","ko01523,ko01524,ko02010,ko04071,ko04976,ko04977,ko05206,map01523,map01524,map02010,map04071,map04976,map04977,map05206",-,-,-,"ko00000,ko00001,ko02000","3.A.1.208.2,3.A.1.208.8",-,-,"ABC_membrane,ABC_tran",NA,NA,abcc2
SymbC1.scaffold1987.3,-0.480715101,20.96544868,0.666100759,0.511253143,0.819354201,-5.715181196,no difference,,2850.Phatr43643,4.29E-16,84.7,"2EKA1@1|root,2SQ8C@2759|Eukaryota",2759|Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,SymbC1.scaffold1987.3
